x_m,y_m,z_m,volume_m3,Ux_m_s,Uy_m_s,Uz_m_s,p,T_K
0.00076923076922999999,-0.0092307692307700001,0.00076923076922999999,3.64132908511e-09,6.7952573729500001,-0.76072943641299995,-0.76072942535099997,18.1486786364,315.00019369900002
0.0023076923076899999,-0.0092307692307700001,0.00076923076922999999,3.64132908511e-09,7.04148915752,-0.61938702032399995,-0.61938689881599995,14.673949695999999,315.00092292199997
0.0038461538461500001,-0.0092307692307700001,0.00076923076922999999,3.64132908511e-09,7.2988144464399998,-0.50893226285399995,-0.50893252396999999,12.640018121800001,315.00176538699998
0.0053846153846199996,-0.0092307692307700001,0.00076923076922999999,3.6413290851299999e-09,7.3551995765899996,-0.44094405129000003,-0.44094379373300002,12.0297124571,315.00261153399998
0.0069230769230799998,-0.0092307692307700001,0.00076923076922999999,3.64132908511e-09,7.3548657850200003,-0.38371897164500002,-0.383719307018,11.824324283899999,315.00345302099998
0.00846153846154,-0.0092307692307700001,0.00076923076922999999,3.64132908511e-09,7.3540757868800002,-0.33765384364899997,-0.33765361997499999,11.610128915200001,315.00429786299998
0.0099999999999800006,-0.0092307692307700001,0.00076923076922999999,3.64132908503e-09,7.35115357937,-0.30145757100499998,-0.301457978392,11.4041302961,315.00513738799998
0.0115384615384,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.3400764342900002,-0.27221430183000001,-0.27221408063899999,11.2530791523,315.00598060700003
0.013076923077000001,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.3224739440700004,-0.24743228991800001,-0.24743272961400001,11.1462910916,315.00682198700002
0.0146153846154,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,7.3015957579600004,-0.22602873315200001,-0.22602850547200001,11.060448746900001,315.00767148099999
0.0161538461538,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.27905383429,-0.20724989432099999,-0.20725036998999999,10.9839135237,315.00852028200001
0.017692307692299999,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,7.2552857637899999,-0.19073273677300001,-0.19073250144100001,10.913822224900001,315.00937900299999
0.019230769230799999,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.2305852153599997,-0.17592059788700001,-0.175921055725,10.848347309899999,315.01023616999998
0.020769230769299998,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.2051535508700004,-0.16277413925199999,-0.16277381166800001,10.786246443,315.011102408
0.022307692307700001,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,7.1788940976399997,-0.150959790905,-0.15096028901399999,10.7282913647,315.01196522499998
0.023846153846200001,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.1521818799199997,-0.14023729745399999,-0.140236850572,10.6723936744,315.01283597399998
0.0253846153846,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,7.1251874337899999,-0.13042572782,-0.13042632189200001,10.617160826999999,315.01370246499999
0.0269230769231,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.0980199941000004,-0.121419392497,-0.121418843702,10.5623960515,315.01457575799998
0.028461538461599999,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.0706492820299998,-0.11310271831300001,-0.113103408384,10.5081178509,315.01544388799999
0.029999999999999999,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,7.0431863022299996,-0.105413788297,-0.105413135679,10.454159818899999,315.01631722500002
0.031538461538499998,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,7.0156142782300002,-0.098267592810600005,-0.098268380361499999,10.400373202800001,315.017184488
0.033076923076999998,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.9880393494700002,-0.091630038241099998,-0.091629273689700003,10.346659409800001,315.01805529199999
0.034615384615400001,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.9604184236200002,-0.085437328753699998,-0.085438220096600001,10.2929829791,315.01891934700001
0.036153846153799997,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.9328638413899997,-0.0796684742738,-0.079667583507699993,10.2392547213,315.01978537000002
0.037692307692300003,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.9053171305200003,-0.074276267133999999,-0.0742772764945,10.185456026400001,315.02064417999998
0.039230769230800003,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.8779031682799996,-0.069245313348800006,-0.069244280489500001,10.1314809888,315.02150358199998
0.040769230769300002,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.8505484647700001,-0.064554745762599994,-0.064555902043400004,10.0773114057,315.02235552799999
0.042307692307699998,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.82335560896,-0.060190006848000001,-0.0601887993042,10.023035081,315.02320719900001
0.043846153846199998,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.7962230245599997,-0.056118174192300002,-0.056119461818600003,9.9687451730899994,315.02405141399998
0.045384615384600001,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.7692826720200001,-0.052319224596400003,-0.0523178697576,9.91441578373,315.02489480899999
0.0469230769231,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.7424419777400004,-0.048765445541599999,-0.048766939513100002,9.8599858877400006,315.025729571
0.0484615384616,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.7158413780800004,-0.0454438725446,-0.045442359145100003,9.8054377288199994,315.026561915
0.050000000000000003,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.6893645602799996,-0.0423315390995,-0.0423332277774,9.7507680190800006,315.02738352199998
0.051538461538500002,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.6631593063099999,-0.039420633271400003,-0.039418896642200003,9.6959835612699994,315.028201959
0.053076923077000002,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.63709340611,-0.036690722611699998,-0.036692610714100002,9.6410758852100003,315.02900982400001
0.054615384615399998,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.6113277795599998,-0.034137555941799999,-0.034135573828800003,9.5860504109400004,315.02981549100002
0.056153846153899997,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.5857120192099998,-0.031741747215199997,-0.031743899458799997,9.5309053185800003,315.030611647
0.0576923076923,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.5604210059600003,-0.0295020553501,-0.029499822784299998,9.4756566454800009,315.03140545100001
0.0592307692308,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.5352849209899997,-0.027399335224799998,-0.027401793523800001,9.4203073393099999,315.03218839700003
0.060769230769299999,-0.0092307692307700001,0.00076923076922999999,3.6413290852000001e-09,6.5104950096799996,-0.025435253929699999,-0.0254327141051,9.3648745992600002,315.03296724799998
0.062307692307700002,-0.0092307692307700001,0.00076923076922999999,3.6413290849599999e-09,6.4858615283700001,-0.023590488755,-0.023593269395300001,9.3093525429199993,315.03373428800001
