x_m,y_m,z_m,volume_m3,Ux_m_s,Uy_m_s,Uz_m_s,p,T_K
0.0010857142849999999,0.0072666666650000001,-0.24266666670000001,1.094013969e-06,-0.00059034803099999996,0.0014293440529999999,0.011511981439999999,101614.61780000001,288.3964307
0.0032571428569999998,0.0072666666650000001,-0.24266666670000001,1.094013969e-06,-0.0014201855780000001,-0.00059771049420000004,0.02366041047,101614.61780000001,288.83102789999998
0.0054285714280000001,0.0072666666650000001,-0.24266666670000001,1.094013969e-06,-0.001573621503,-0.0055178883110000004,0.028648537419999998,101614.61780000001,289.17502619999999
0.0076,0.0072666666650000001,-0.2426666666,1.094013969e-06,-0.00035694885000000002,-0.01197219924,0.030147433429999999,101614.61780000001,289.45284750000002
0.0097714285730000003,0.0072666666650000001,-0.2426666666,1.0940139700000001e-06,0.002252501027,-0.018343030409999999,0.030321308629999998,101614.6179,289.68383249999999
0.011942857140000001,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.0060351304099999998,-0.02371579473,0.0301436315,101614.6179,289.87982970000002
0.01411428572,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.01065640335,-0.027694322140000002,0.03000527415,101614.6179,290.04730849999999
0.016285714279999999,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.015867113459999999,-0.02977387942,0.030271310320000001,101614.6179,290.19205690000001
0.018457142860000001,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.021321421029999999,-0.031323236439999999,0.030412825939999999,101614.6179,290.31922500000002
0.020628571419999998,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.026976898360000001,-0.032389496949999999,0.030491901419999998,101614.6177,290.43239139999997
0.022800000000000001,0.0072666666650000001,-0.2426666666,1.094013973e-06,0.032744420170000003,-0.03297591397,0.030594029080000001,101614.6176,290.53443590000001
0.024971428569999999,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.038433399139999998,-0.033261197169999999,0.030729377289999998,101614.6174,290.62770160000002
0.027142857140000001,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.044035071369999998,-0.033257257480000003,0.030808461910000001,101614.6171,290.71349629999997
0.029314285709999999,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.049331579780000002,-0.03284047365,0.030795614700000001,101614.6168,290.79166520000001
0.031485714290000001,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.054595096609999998,-0.031424053899999999,0.031032413500000001,101614.6165,290.86194469999998
0.033657142850000002,0.0072666666650000001,-0.2426666666,1.0940139680000001e-06,0.058850188159999997,-0.032183060069999998,0.030095634449999999,101614.6162,290.92569500000002
